"S1","S2","Y","G","Pop","preName","Name","R1","uID","STUDcbind","STUDrbind","SCHcbind"
"TIMSS","eTIMSS","2019","4","ASAZ7","TIMSS_eTIMSS_2019_G4","TIMSS_eTIMSS_2019_G4_student_achievement","student","IDCNTRY;IDSTUD","ASGZ7;ASHZ7","-","ACGZ7"
"TIMSS","Bridge","2019","4","ASGB7","TIMSS_Bridge_2019_G4","TIMSS_Bridge_2019_G4_student_background","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","-","2019","4","ASGM7","TIMSS_2019_G4","TIMSS_2019_G4_student_background","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","eTIMSS","2019","4","ASGZ7","TIMSS_eTIMSS_2019_G4","TIMSS_eTIMSS_2019_G4_student_background","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","Bridge","2019","4","ASHB7","TIMSS_Bridge_2019_G4","TIMSS_Bridge_2019_G4_student_homebg","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","-","2019","4","ASHM7","TIMSS_2019_G4","TIMSS_2019_G4_student_homebg","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","eTIMSS","2019","4","ASHZ7","TIMSS_eTIMSS_2019_G4","TIMSS_eTIMSS_2019_G4_student_homebg","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","Bridge","2019","4","ASRB7","TIMSS_Bridge_2019_G4","TIMSS_Bridge_2019_G4_student_reliability","student","-","-","-","-"
"TIMSS","-","2019","4","ASRM7","TIMSS_2019_G4","TIMSS_2019_G4_student_reliability","student","-","-","-","-"
"TIMSS","eTIMSS","2019","4","ASRZ7","TIMSS_eTIMSS_2019_G4","TIMSS_eTIMSS_2019_G4_student_reliability","student","-","-","-","-"
"TIMSS","Bridge","2019","4","ASTB7","TIMSS_Bridge_2019_G4","TIMSS_Bridge_2019_G4_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","-","2019","4","ASTM7","TIMSS_2019_G4","TIMSS_2019_G4_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","eTIMSS","2019","4","ASTZ7","TIMSS_eTIMSS_2019_G4","TIMSS_eTIMSS_2019_G4_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","Bridge","2019","4","ATGB7","TIMSS_Bridge_2019_G4","TIMSS_Bridge_2019_G4_teacher","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","ACGB7"
"TIMSS","-","2019","4","ATGM7","TIMSS_2019_G4","TIMSS_2019_G4_teacher","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","ACGM7"
"TIMSS","eTIMSS","2019","4","ATGZ7","TIMSS_eTIMSS_2019_G4","TIMSS_eTIMSS_2019_G4_teacher","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","ACGZ7"
"TIMSS","Bridge","2019","8","BCGB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_school","school","IDCNTRY;IDSCHOOL","-","-","-"
"TIMSS","-","2019","8","BCGM7","TIMSS_2019_G8","TIMSS_2019_G8_school","school","IDCNTRY;IDSCHOOL","-","-","-"
"TIMSS","eTIMSS","2019","8","BCGZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_school","school","IDCNTRY;IDSCHOOL","-","-","-"
"TIMSS","Bridge","2019","8","BSAB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_student_achievement","student","IDCNTRY;IDSTUD","BSGB7","-","BCGB7"
"TIMSS","-","2019","8","BSAM7","TIMSS_2019_G8","TIMSS_2019_G8_student_achievement","student","IDCNTRY;IDSTUD","BSGM7","-","BCGM7"
"TIMSS","eTIMSS","2019","8","BSAZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_student_achievement","student","IDCNTRY;IDSTUD","BSGZ7","-","BCGZ7"
"TIMSS","Bridge","2019","8","BSGB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_student_background","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","-","2019","8","BSGM7","TIMSS_2019_G8","TIMSS_2019_G8_student_background","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","eTIMSS","2019","8","BSGZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_student_background","student","IDCNTRY;IDSTUD","-","-","-"
"TIMSS","Bridge","2019","8","BSRB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_student_reliability","student","-","-","-","-"
"TIMSS","-","2019","8","BSRM7","TIMSS_2019_G8","TIMSS_2019_G8_student_reliability","student","-","-","-","-"
"TIMSS","eTIMSS","2019","8","BSRZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_student_reliability","student","-","-","-","-"
"TIMSS","Bridge","2019","8","BSTB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","-","2019","8","BSTM7","TIMSS_2019_G8","TIMSS_2019_G8_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","eTIMSS","2019","8","BSTZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_link","link","IDCNTRY;IDSTUD;IDLINK","-","-","-"
"TIMSS","Bridge","2019","8","BTMB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_teacher_math","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGB7"
"TIMSS","-","2019","8","BTMM7","TIMSS_2019_G8","TIMSS_2019_G8_teacher_math","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGM7"
"TIMSS","eTIMSS","2019","8","BTMZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_teacher_math","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGZ7"
"TIMSS","Bridge","2019","8","BTSB7","TIMSS_Bridge_2019_G8","TIMSS_Bridge_2019_G8_teacher_science","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGB7"
"TIMSS","-","2019","8","BTSM7","TIMSS_2019_G8","TIMSS_2019_G8_teacher_science","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGM7"
"TIMSS","eTIMSS","2019","8","BTSZ7","TIMSS_eTIMSS_2019_G8","TIMSS_eTIMSS_2019_G8_teacher_science","teacher","IDCNTRY;IDTEACH;IDLINK","-","-","BCGZ7"
